Trends in Number of COVID-19 Vaccinations in the US,,,,,,,,,,,,,,,,
Report,7/19/2021,US,,,,,,,507076,520952,,,,N/A,N/A,N/A
Admin,7/20/2021,US,597356,371032,345259791,188717180,284743,494350,,,246609,164211294,225776,0,0,0
Report,7/20/2021,US,,,,,,,243940,507020,,,,N/A,N/A,N/A
Admin,7/21/2021,US,622510,384970,345882301,189102150,299387,508480,,,256702,164467996,225208,0,0,0
Report,7/21/2021,US,,,,,,,611493,516441,,,,N/A,N/A,N/A
Admin,7/22/2021,US,641852,414607,346524153,189516757,316251,523937,,,247136,164715132,223905,0,0,0
Report,7/22/2021,US,,,,,,,660898,529830,,,,N/A,N/A,N/A
Admin,7/23/2021,US,738459,485469,347262612,190002226,336159,541252,,,275373,164990505,221872,0,0,0
Report,7/23/2021,US,,,,,,,600157,537109,,,,N/A,N/A,N/A
Admin,7/24/2021,US,458287,300418,347720899,190302644,347213,550241,,,168614,165159119,219742,0,0,0
Report,7/24/2021,US,,,,,,,676050,542932,,,,N/A,N/A,N/A
Admin,7/25/2021,US,256571,200835,347977470,190503479,356604,553830,,,60756,165219875,213815,0,0,0
Report,7/25/2021,US,,,,,,,778996,582659,,,,N/A,N/A,N/A
Admin,7/26/2021,US,635560,444160,348613030,190947639,371642,564370,,,212879,165432754,209724,0,0,0
Report,7/26/2021,US,,,,,,,393083,566374,,,,N/A,N/A,N/A
Admin,7/27/2021,US,692651,477133,349305681,191424772,386799,577984,,,241480,165674234,208991,0,0,0
Report,7/27/2021,US,,,,,,,395489,588024,,,,N/A,N/A,N/A
Admin,7/28/2021,US,710316,486838,350015997,191911610,401351,590528,,,249220,165923454,207922,0,0,0
Report,7/28/2021,US,,,,,,,753984,608380,,,,N/A,N/A,N/A
Admin,7/29/2021,US,710112,493180,350726109,192404790,412576,600279,,,242859,166166313,207311,0,0,0
Report,7/29/2021,US,,,,,,,710071,615404,,,,N/A,N/A,N/A
Admin,7/30/2021,US,821771,568547,351547880,192973337,424444,612181,,,280638,166446951,208063,0,0,0
Report,7/30/2021,US,,,,,,,856919,652085,,,,N/A,N/A,N/A
Admin,7/31/2021,US,507040,343210,352054920,193316547,430558,619145,,,174698,166621649,208932,0,0,0
Report,7/31/2021,US,,,,,,,711952,657213,,,,N/A,N/A,N/A
Admin,8/1/2021,US,313622,220073,352368542,193536620,433306,627296,,,94333,166715982,213729,0,0,0
Report,8/1/2021,US,,,,,,,816203,662529,,,,N/A,N/A,N/A
Admin,8/2/2021,US,708114,500000,353076656,194036620,441283,637660,,,229551,166945533,216111,0,0,0
Report,8/2/2021,US,,,,,,,467676,673185,,,,N/A,N/A,N/A
Admin,8/3/2021,US,751467,532178,353828123,194568798,449147,646063,,,245936,167191469,216747,0,0,0
Report,8/3/2021,US,,,,,,,452804,681373,,,,N/A,N/A,N/A
Admin,8/4/2021,US,766264,546156,354594387,195114954,457621,654055,,,247413,167438882,216489,0,0,0
Report,8/4/2021,US,,,,,,,725329,677279,,,,N/A,N/A,N/A
Admin,8/5/2021,US,780874,553497,355375261,195668451,466237,664164,,,256686,167695568,218465,0,0,0
Report,8/5/2021,US,,,,,,,863941,699261,,,,N/A,N/A,N/A
Admin,8/6/2021,US,893945,619027,356269206,196287478,473449,674475,,,301921,167997489,221505,0,0,0
Report,8/6/2021,US,,,,,,,821060,694138,,,,N/A,N/A,N/A
Admin,8/7/2021,US,550432,378440,356819638,196665918,478482,680674,,,184182,168181671,222860,0,0,0
Report,8/7/2021,US,,,,,,,839709,712389,,,,N/A,N/A,N/A
Admin,8/8/2021,US,344306,234686,357163944,196900604,480569,685057,,,114088,168295759,225682,0,0,0
Report,8/8/2021,US,,,,,,,773742,706323,,,,N/A,N/A,N/A
Admin,8/9/2021,US,771127,515180,357935071,197415784,482738,694059,,,278832,168574591,232722,0,0,0
Report,8/9/2021,US,,,,,,,532245,715547,,,,N/A,N/A,N/A
Admin,8/10/2021,US,787754,524707,358722825,197940491,481670,699243,,,286386,168860977,238501,0,0,0
Report,8/10/2021,US,,,,,,,617769,739114,,,,N/A,N/A,N/A
Admin,8/11/2021,US,756777,493117,359479602,198433608,474093,697887,,,287642,169148619,244248,0,0,0
Report,8/11/2021,US,,,,,,,654600,729009,,,,N/A,N/A,N/A
Admin,8/12/2021,US,790898,508165,360270500,198941773,467617,699319,,,305141,169453760,251170,0,0,0
Report,8/12/2021,US,,,,,,,654350,699068,,,,N/A,N/A,N/A
Admin,8/13/2021,US,933668,575212,361204168,199516985,461358,704994,,,379069,169832829,262191,12224,12224,1746
Report,8/13/2021,US,,,,,,,918056,712924,,,,N/A,N/A,N/A
Admin,8/14/2021,US,615960,360502,361820128,199877487,458796,714355,,,236170,170068999,269618,33426,45650,6521
Report,8/14/2021,US,,,,,,,990875,734520,,,,N/A,N/A,N/A
Admin,8/15/2021,US,392621,210561,362212749,200088048,455349,721257,,,157495,170226494,275819,30443,76093,10870
Report,8/15/2021,US,,,,,,,664840,718962,,,,N/A,N/A,N/A
Admin,8/16/2021,US,857103,462679,363069852,200550727,447849,733540,,,345365,170571859,285324,75139,151232,21605
Report,8/16/2021,US,,,,,,,858392,765555,,,,N/A,N/A,N/A
Admin,8/17/2021,US,908022,488167,363977874,201038894,442629,750721,,,354010,170925869,294984,93233,244465,34924
Report,8/17/2021,US,,,,,,,602938,763436,,,,N/A,N/A,N/A
Admin,8/18/2021,US,935546,485037,364913420,201523931,441475,776259,,,368263,171294132,306501,109557,354022,50575
Report,8/18/2021,US,,,,,,,704840,770613,,,,N/A,N/A,N/A
Admin,8/19/2021,US,927542,477736,365840962,202001667,437128,795780,,,370537,171664669,315844,107566,461588,65941
Report,8/19/2021,US,,,,,,,1023545,823355,,,,N/A,N/A,N/A
Admin,8/20/2021,US,1085964,535198,366926926,202536865,431411,817536,,,464132,172128801,327996,114045,575633,80487
Report,8/20/2021,US,,,,,,,1010907,836620,,,,N/A,N/A,N/A
Admin,8/21/2021,US,653258,319637,367580184,202856502,425574,822865,,,288191,172416992,335427,57362,632995,83906
Report,8/21/2021,US,,,,,,,1050277,845106,,,,N/A,N/A,N/A
Admin,8/22/2021,US,382287,182677,367962471,203039179,421590,821388,,,174068,172591060,337795,29346,662341,83750
Report,8/22/2021,US,,,,,,,973207,889158,,,,N/A,N/A,N/A
Admin,8/23/2021,US,903073,439247,368865544,203478426,418243,827956,,,393476,172984536,344668,91086,753427,86028
Report,8/23/2021,US,,,,,,,610018,853676,,,,N/A,N/A,N/A
Admin,8/24/2021,US,931810,459005,369797354,203937431,414077,831354,,,402223,173386759,351555,93946,847373,86130
Report,8/24/2021,US,,,,,,,648003,860114,,,,N/A,N/A,N/A
Admin,8/25/2021,US,947289,466294,370744643,204403725,411399,833031,,,409252,173796011,357411,96845,944218,84314
Report,8/25/2021,US,,,,,,,926909,891838,,,,N/A,N/A,N/A
Admin,8/26/2021,US,968919,471926,371713562,204875651,410569,838942,,,418215,174214226,364222,103851,1048069,83783
Report,8/26/2021,US,,,,,,,924973,877756,,,,N/A,N/A,N/A
Admin,8/27/2021,US,1145397,529904,372858959,205405555,409813,847433,,,521134,174735360,372365,118482,1166551,84417
Report,8/27/2021,US,,,,,,,1070810,886314,,,,N/A,N/A,N/A
Admin,8/28/2021,US,697604,316865,373556563,205722420,409417,853768,,,330071,175065431,378348,60135,1226686,84813
Report,8/28/2021,US,,,,,,,1073386,889615,,,,N/A,N/A,N/A
Admin,8/29/2021,US,421493,192197,373978056,205914617,410777,859369,,,199299,175264730,381952,33115,1259801,85351
Report,8/29/2021,US,,,,,,,951864,886566,,,,N/A,N/A,N/A
Admin,8/30/2021,US,904861,413703,374882917,206328320,407128,859624,,,416811,175681541,385286,93241,1353042,85659
Report,8/30/2021,US,,,,,,,693177,898446,,,,N/A,N/A,N/A
Admin,8/31/2021,US,904542,414773,375787459,206743093,400809,855729,,,407340,176088881,386017,101550,1454592,86746
Report,8/31/2021,US,,,,,,,655116,899462,,,,N/A,N/A,N/A
Admin,9/1/2021,US,897686,419265,376685145,207162358,394090,848643,,,392425,176481306,383613,106489,1561081,88123
Report,9/1/2021,US,,,,,,,1068102,919633,,,,N/A,N/A,N/A
Admin,9/2/2021,US,872569,398551,377557714,207560909,383608,834878,,,386675,176867981,379107,106630,1667711,88520
Report,9/2/2021,US,,,,,,,836488,906992,,,,N/A,N/A,N/A
Admin,9/3/2021,US,1014973,449258,378572687,208010167,372087,816246,,,473211,177341192,372261,111108,1778819,87467
Report,9/3/2021,US,,,,,,,1400192,954046,,,,N/A,N/A,N/A
Admin,9/4/2021,US,547559,243649,379120246,208253816,361628,794811,,,268455,177609647,363459,41267,1820086,84771
Report,9/4/2021,US,,,,,,,972115,939579,,,,N/A,N/A,N/A
Admin,9/5/2021,US,357940,166511,379478186,208420327,357959,785732,,,167655,177777302,358938,25287,1845373,83653
Report,9/5/2021,US,,,,,,,599430,889231,,,,N/A,N/A,N/A
Admin,9/6/2021,US,170398,80510,379648584,208500837,310360,680809,,,82791,177860093,311221,9935,1855308,71752
Report,9/6/2021,US,,,,,,,404549,847999,,,,N/A,N/A,N/A
Admin,9/7/2021,US,886828,350905,380535412,208851742,301236,678279,,,464075,178324168,319326,86045,1941353,69537
Report,9/7/2021,US,,,,,,,502475,826193,,,,N/A,N/A,N/A
Admin,9/8/2021,US,823499,363275,381358911,209215017,293237,667680,,,387994,178712162,318693,89261,2030614,67076
Report,9/8/2021,US,,,,,,,959754,810715,,,,N/A,N/A,N/A
Admin,9/9/2021,US,823736,368293,382182647,209583310,288914,660704,,,382816,179094978,318142,90712,2121326,64802
Report,9/9/2021,US,,,,,,,666933,786493,,,,N/A,N/A,N/A
Admin,9/10/2021,US,1006713,444685,383189360,210027995,288261,659524,,,482775,179577753,319508,99548,2220874,63151
Report,9/10/2021,US,,,,,,,947652,721844,,,,N/A,N/A,N/A
Admin,9/11/2021,US,582581,255855,383771941,210283850,290005,664527,,,289427,179867180,322504,45422,2266296,63744
Report,9/11/2021,US,,,,,,,902503,711899,,,,N/A,N/A,N/A
Admin,9/12/2021,US,340912,154902,384112853,210438752,288346,662095,,,167420,180034600,322471,20785,2287081,63101
Report,9/12/2021,US,,,,,,,769683,736221,,,,N/A,N/A,N/A
Admin,9/13/2021,US,758049,331798,384870902,210770550,324245,746045,,,370290,180404890,363542,70167,2357248,71706
Report,9/13/2021,US,,,,,,,589822,762689,,,,N/A,N/A,N/A
Admin,9/14/2021,US,729723,312502,385600625,211083052,318759,723601,,,365273,180770163,349427,68974,2426222,69267
Report,9/14/2021,US,,,,,,,621540,779698,,,,N/A,N/A,N/A
Admin,9/15/2021,US,737479,308353,386338104,211391405,310913,711313,,,375412,181145575,347630,70449,2496671,66580
Report,9/15/2021,US,,,,,,,841530,762809,,,,N/A,N/A,N/A
Admin,9/16/2021,US,738157,307119,387076261,211698524,302173,699087,,,377715,181523290,346901,71615,2568286,63851
Report,9/16/2021,US,,,,,,,743608,773763,,,,N/A,N/A,N/A
Admin,9/17/2021,US,876995,347295,387953256,212045819,288261,680556,,,463750,181987040,344183,83505,2651791,61560
Report,9/17/2021,US,,,,,,,956474,775023,,,,N/A,N/A,N/A
Admin,9/18/2021,US,506901,202558,388460157,212248377,280647,669745,,,266063,182253103,340846,44917,2696708,61487
Report,9/18/2021,US,,,,,,,916413,777010,,,,N/A,N/A,N/A
Admin,9/19/2021,US,296511,117944,388756668,212366321,275367,663402,,,158957,182412060,339637,21202,2717910,61547
Report,9/19/2021,US,,,,,,,674722,763444,,,,N/A,N/A,N/A
Admin,9/20/2021,US,667000,263100,389423668,212629421,265553,650395,,,337869,182749929,335005,79304,2797214,62852
Report,9/20/2021,US,,,,,,,651869,772308,,,,N/A,N/A,N/A
Admin,9/21/2021,US,654282,259379,390077950,212888800,257964,639617,,,328458,183078387,329746,82589,2879803,64797
Report,9/21/2021,US,,,,,,,542935,761079,,,,N/A,N/A,N/A
Admin,9/22/2021,US,644799,252472,390722749,213141272,249981,626377,,,322680,183401067,322213,79731,2959534,66123
Report,9/22/2021,US,,,,,,,712900,742703,,,,N/A,N/A,N/A
Admin,9/23/2021,US,653952,254196,391376701,213395468,242421,614348,,,315045,183716112,313260,95920,3055454,69595
Report,9/23/2021,US,,,,,,,327988,683329,,,,N/A,N/A,N/A
Admin,9/24/2021,US,952262,323364,392328963,213718832,239002,625101,,,396523,184112635,303656,242999,3298453,92380
Report,9/24/2021,US,,,,,,,745405,653176,,,,N/A,N/A,N/A
Admin,9/25/2021,US,651866,208648,392980829,213927480,239872,645810,,,219812,184332447,297049,227048,3525501,118399
Report,9/25/2021,US,,,,,,,805580,637343,,,,N/A,N/A,N/A
Admin,9/26/2021,US,394368,122599,393375197,214050079,240537,659789,,,139064,184471511,294207,133301,3658802,134413
Report,9/26/2021,US,,,,,,,741639,646902,,,,N/A,N/A,N/A
Admin,9/27/2021,US,987188,306967,394362385,214357046,246804,705531,,,212602,184684113,276312,476073,4134875,191094
Report,9/27/2021,US,,,,,,,550595,632435,,,,N/A,N/A,N/A
Admin,9/28/2021,US,1082913,299727,395445298,214656773,252568,766764,,,290687,184974800,270916,501340,4636215,250916
Report,9/28/2021,US,,,,,,,487651,624537,,,,N/A,N/A,N/A
Admin,9/29/2021,US,1085202,294900,396530500,214951673,258629,829678,,,297314,185272114,267292,502470,5138685,311307
Report,9/29/2021,US,,,,,,,840088,642707,,,,N/A,N/A,N/A
Admin,9/30/2021,US,1103333,296056,397633833,215247729,264609,893876,,,302442,185574556,265492,514556,5653241,371112
Report,9/30/2021,US,,,,,,,917333,726899,,,,N/A,N/A,N/A
Admin,10/1/2021,US,1212550,318777,398846383,215566506,263953,931060,,,355435,185929991,259622,546683,6199924,414496
Report,10/1/2021,US,,,,,,,846871,741394,,,,N/A,N/A,N/A
Admin,10/2/2021,US,601857,175797,399448240,215742303,259260,923915,,,196970,186126961,256359,233050,6432974,415353
Report,10/2/2021,US,,,,,,,933417,759656,,,,N/A,N/A,N/A
Admin,10/3/2021,US,349591,107679,399797831,215849982,257129,917519,,,123681,186250642,254161,118964,6551938,413305
Report,10/3/2021,US,,,,,,,1244542,831500,,,,N/A,N/A,N/A
Admin,10/4/2021,US,931792,253928,400729623,216103910,249552,909605,,,241561,186492203,258298,443485,6995423,408650
Report,10/4/2021,US,,,,,,,984739,893520,,,,N/A,N/A,N/A
Admin,10/5/2021,US,961275,249995,401690898,216353905,242447,892228,,,243126,186735329,251504,476927,7472350,405162
Report,10/5/2021,US,,,,,,,798491,937926,,,,N/A,N/A,N/A
Admin,10/6/2021,US,970025,252191,402660923,216606096,236346,875774,,,244349,186979678,243937,481953,7954303,402231
Report,10/6/2021,US,,,,,,,957359,954679,,,,N/A,N/A,N/A
Admin,10/7/2021,US,944077,252198,403605000,216858294,230081,853023,,,239055,187218733,234882,462254,8416557,394759
Report,10/7/2021,US,,,,,,,877030,948921,,,,N/A,N/A,N/A
Admin,10/8/2021,US,1075943,287554,404680943,217145848,225620,833508,,,293474,187512207,226030,504799,8921356,388776
Report,10/8/2021,US,,,,,,,1116978,987508,,,,N/A,N/A,N/A
Admin,10/9/2021,US,510772,149437,405191715,217295285,221855,820496,,,159794,187672001,220720,205987,9127343,384910
Report,10/9/2021,US,,,,,,,1149818,1018422,,,,N/A,N/A,N/A
Admin,10/10/2021,US,298329,94435,405490044,217389720,219963,813173,,,99136,187771137,217213,105831,9233174,383034
Report,10/10/2021,US,,,,,,,768209,950375,,,,N/A,N/A,N/A
Admin,10/11/2021,US,807053,229995,406297097,217619715,216544,795353,,,209795,187980932,212675,376134,9609308,373412
Report,10/11/2021,US,,,,,,,486392,879182,,,,N/A,N/A,N/A
Admin,10/12/2021,US,866425,232374,407163522,217852089,214026,781803,,,219646,188200578,209321,423611,10032919,365796
Report,10/12/2021,US,,,,,,,502985,836967,,,,N/A,N/A,N/A
Admin,10/13/2021,US,841913,228416,408005435,218080505,210630,763501,,,214568,188415146,205066,409372,10442291,355427
Report,10/13/2021,US,,,,,,,794421,813690,,,,N/A,N/A,N/A
Admin,10/14/2021,US,849530,227842,408854965,218308347,207150,749995,,,213679,188628825,201441,418483,10860774,349174
Report,10/14/2021,US,,,,,,,1073311,841731,,,,N/A,N/A,N/A
Admin,10/15/2021,US,974742,262524,409829707,218570871,203575,735537,,,260920,188889745,196791,463259,11324033,343240
Report,10/15/2021,US,,,,,,,1126317,843065,,,,N/A,N/A,N/A
Admin,10/16/2021,US,461367,138639,410291074,218709510,202032,728479,,,135774,189025519,193359,191935,11515968,341232
Report,10/16/2021,US,,,,,,,876086,803960,,,,N/A,N/A,N/A
Admin,10/17/2021,US,254381,82990,410545455,218792500,200397,722201,,,79735,189105254,190588,92975,11608943,339396
Report,10/17/2021,US,,,,,,,818998,811216,,,,N/A,N/A,N/A
Admin,10/18/2021,US,777246,225102,411322701,219017602,199698,717943,,,198950,189304204,189038,363359,11972302,337571
Report,10/18/2021,US,,,,,,,531983,817729,,,,N/A,N/A,N/A
Admin,10/19/2021,US,761254,203912,412083955,219221514,195632,702919,,,180954,189485158,183511,386577,12358879,332280
Report,10/19/2021,US,,,,,,,641045,837452,,,,N/A,N/A,N/A
Admin,10/20/2021,US,762132,201810,412846087,219423324,191831,691521,,,181358,189666516,178767,389954,12748833,329506
Report,10/20/2021,US,,,,,,,750750,831213,,,,N/A,N/A,N/A
Admin,10/21/2021,US,779164,206045,413625251,219629369,188717,681469,,,182721,189849237,174344,401064,13149897,327018
Report,10/21/2021,US,,,,,,,820913,795156,,,,N/A,N/A,N/A
Admin,10/22/2021,US,1255151,298573,414880402,219927942,193867,721527,,,225974,190075211,169352,741160,13891057,366718
Report,10/22/2021,US,,,,,,,952375,770307,,,,N/A,N/A,N/A
Admin,10/23/2021,US,765326,183367,415645728,220111309,200257,764950,,,123029,190198240,167531,463675,14354732,405538
Report,10/23/2021,US,,,,,,,893144,772744,,,,N/A,N/A,N/A
Admin,10/24/2021,US,439401,112509,416085129,220223818,204474,791382,,,74225,190272465,166744,254326,14609058,428588
Report,10/24/2021,US,,,,,,,789309,768503,,,,N/A,N/A,N/A
Admin,10/25/2021,US,1382112,314643,417467241,220538461,217266,877791,,,186146,190458611,164915,890186,15499244,503849
Report,10/25/2021,US,,,,,,,656714,786321,,,,N/A,N/A,N/A
Admin,10/26/2021,US,1383522,304191,418850763,220842652,231591,966686,,,180268,190638879,164817,910884,16410128,578750
Report,10/26/2021,US,,,,,,,709834,796148,,,,N/A,N/A,N/A
Admin,10/27/2021,US,1395641,303426,420246404,221146078,246108,1057188,,,180082,190818961,164635,924831,17334959,655161
Report,10/27/2021,US,,,,,,,1142398,852098,,,,N/A,N/A,N/A
Admin,10/28/2021,US,1331405,285282,421577809,221431360,257427,1136079,,,175305,190994266,163575,885022,18219981,724298
Report,10/28/2021,US,,,,,,,1641113,969270,,,,N/A,N/A,N/A
Admin,10/29/2021,US,1425085,302977,423002894,221734337,258056,1160356,,,192024,191186290,158725,944674,19164655,753371
Report,10/29/2021,US,,,,,,,1225216,1008247,,,,N/A,N/A,N/A
Admin,10/30/2021,US,646224,146075,423649118,221880412,252729,1143341,,,94941,191281231,154713,412101,19576756,746003
Report,10/30/2021,US,,,,,,,1636930,1114502,,,,N/A,N/A,N/A
Admin,10/31/2021,US,201359,53888,423850477,221934300,244355,1109335,,,33924,191315155,148955,116269,19693025,726281
Report,10/31/2021,US,,,,,,,1412416,1203517,,,,N/A,N/A,N/A
